+0.0E+00,+540.332E-03
+100E-06,+841.839E-03
+200E-06,+821.739E-03
+300E-06,+861.940E-03
+400E-06,+942.342E-03
+500E-06,+882.040E-03
+600E-06,+982.543E-03
+700E-06,+922.241E-03
+800E-06,+942.342E-03
+900E-06,+721.236E-03
+1.000E-03,+620.734E-03
+1.100E-03,+419.729E-03
+1.200E-03,+218.724E-03
+1.300E-03,+138.322E-03
+1.400E-03,+98.121E-03
+1.500E-03,+118.221E-03
+1.600E-03,+138.322E-03
+1.700E-03,+57.920E-03
+1.800E-03,+98.121E-03
+1.900E-03,-2.382E-03
+2.000E-03,+57.920E-03
+2.100E-03,+37.819E-03
+2.200E-03,+17.719E-03
+2.300E-03,-2.382E-03
+2.400E-03,+57.920E-03
+2.500E-03,-2.382E-03
+2.600E-03,+17.719E-03
+2.700E-03,+37.819E-03
+2.800E-03,-22.482E-03
+2.900E-03,-2.382E-03
+3.000E-03,+17.719E-03
+3.100E-03,+57.920E-03
+3.200E-03,+57.920E-03
+3.300E-03,+118.221E-03
+3.400E-03,+138.322E-03
+3.500E-03,+138.322E-03
+3.600E-03,+138.322E-03
+3.700E-03,+238.824E-03
+3.800E-03,+258.925E-03
+3.900E-03,+279.025E-03
+4.000E-03,+299.126E-03
+4.100E-03,+198.623E-03
+4.200E-03,+218.724E-03
+4.300E-03,+319.226E-03
+4.400E-03,+299.126E-03
+4.500E-03,+319.226E-03
+4.600E-03,+540.332E-03
+4.700E-03,+781.538E-03
+4.800E-03,+781.538E-03
+4.900E-03,+922.241E-03
+5.000E-03,+942.342E-03
+5.100E-03,+1.022744E+00
+5.200E-03,+1.022744E+00
+5.300E-03,+882.040E-03
+5.400E-03,+982.543E-03
+5.500E-03,+882.040E-03
+5.600E-03,+620.734E-03
+5.700E-03,+500.131E-03
+5.800E-03,+339.327E-03
+5.900E-03,+379.528E-03
+6.000E-03,+218.724E-03
+6.100E-03,+218.724E-03
+6.200E-03,+178.523E-03
+6.300E-03,+238.824E-03
+6.400E-03,+218.724E-03
+6.500E-03,+218.724E-03
+6.600E-03,+218.724E-03
+6.700E-03,+218.724E-03
+6.800E-03,+218.724E-03
+6.900E-03,+218.724E-03
+7.000E-03,+178.523E-03
+7.100E-03,+299.126E-03
+7.200E-03,+218.724E-03
+7.300E-03,+279.025E-03
+7.400E-03,+178.523E-03
+7.500E-03,+218.724E-03
+7.600E-03,+299.126E-03
+7.700E-03,+339.327E-03
+7.800E-03,+339.327E-03
+7.900E-03,+258.925E-03
+8.000E-03,+218.724E-03
+8.100E-03,+158.422E-03
+8.200E-03,+379.528E-03
+8.300E-03,+620.734E-03
+8.400E-03,+701.136E-03
+8.500E-03,+781.538E-03
+8.600E-03,+821.739E-03
+8.700E-03,+882.040E-03
+8.800E-03,+861.940E-03
+8.900E-03,+962.442E-03
+9.000E-03,+982.543E-03
+9.100E-03,+922.241E-03
+9.200E-03,+861.940E-03
+9.300E-03,+640.834E-03
+9.400E-03,+459.930E-03
+9.500E-03,+198.623E-03
+9.600E-03,-22.482E-03
+9.700E-03,+118.221E-03
+9.800E-03,+98.121E-03
+9.900E-03,+17.719E-03
+10.000E-03,+57.920E-03
+10.100E-03,+118.221E-03
+10.200E-03,+17.719E-03
+10.300E-03,+57.920E-03
+10.400E-03,+57.920E-03
+10.500E-03,+37.819E-03
+10.600E-03,+98.121E-03
+10.700E-03,-22.482E-03
+10.800E-03,+57.920E-03
+10.900E-03,+78.020E-03
+11.000E-03,-22.482E-03
+11.100E-03,+78.020E-03
+11.200E-03,-22.482E-03
+11.300E-03,+57.920E-03
+11.400E-03,+57.920E-03
+11.500E-03,-2.382E-03
+11.600E-03,+57.920E-03
+11.700E-03,+158.422E-03
+11.800E-03,+138.322E-03
+11.900E-03,+238.824E-03
+12.000E-03,+138.322E-03
+12.100E-03,+158.422E-03
+12.200E-03,+178.523E-03
+12.300E-03,+238.824E-03
+12.400E-03,+218.724E-03
+12.500E-03,+319.226E-03
+12.600E-03,+299.126E-03
+12.700E-03,+279.025E-03
+12.800E-03,+299.126E-03
+12.900E-03,+520.231E-03
+13.000E-03,+620.734E-03
+13.100E-03,+861.940E-03
+13.200E-03,+942.342E-03
+13.300E-03,+942.342E-03
+13.400E-03,+982.543E-03
+13.500E-03,+942.342E-03
+13.600E-03,+942.342E-03
+13.700E-03,+982.543E-03
+13.800E-03,+982.543E-03
+13.900E-03,+841.839E-03
+14.000E-03,+540.332E-03
+14.100E-03,+419.729E-03
+14.200E-03,+339.327E-03
+14.300E-03,+279.025E-03
+14.400E-03,+218.724E-03
+14.500E-03,+218.724E-03
+14.600E-03,+218.724E-03
+14.700E-03,+158.422E-03
+14.800E-03,+138.322E-03
+14.900E-03,+158.422E-03
+15.000E-03,+218.724E-03
+15.100E-03,+158.422E-03
+15.200E-03,+218.724E-03
+15.300E-03,+218.724E-03
+15.400E-03,+258.925E-03
+15.500E-03,+299.126E-03
+15.600E-03,+299.126E-03
+15.700E-03,+258.925E-03
+15.800E-03,+339.327E-03
+15.900E-03,+218.724E-03
+16.000E-03,+299.126E-03
+16.100E-03,+279.025E-03
+16.200E-03,+218.724E-03
+16.300E-03,+218.724E-03
+16.400E-03,+299.126E-03
+16.500E-03,+379.528E-03
+16.600E-03,+540.332E-03
+16.700E-03,+681.035E-03
+16.800E-03,+781.538E-03
+16.900E-03,+922.241E-03
+17.000E-03,+902.141E-03
+17.100E-03,+922.241E-03
+17.200E-03,+1.022744E+00
+17.300E-03,+1.002643E+00
+17.400E-03,+982.543E-03
+17.500E-03,+882.040E-03
+17.600E-03,+620.734E-03
+17.700E-03,+480.030E-03
+17.800E-03,+218.724E-03
+17.900E-03,+158.422E-03
+18.000E-03,+138.322E-03
+18.100E-03,+37.819E-03
+18.200E-03,+98.121E-03
+18.300E-03,+57.920E-03
+18.400E-03,+57.920E-03
+18.500E-03,+57.920E-03
+18.600E-03,+17.719E-03
+18.700E-03,+37.819E-03
+18.800E-03,-22.482E-03
+18.900E-03,+17.719E-03
+19.000E-03,+17.719E-03
+19.100E-03,+17.719E-03
+19.200E-03,+57.920E-03
+19.300E-03,-2.382E-03
+19.400E-03,+98.121E-03
+19.500E-03,+57.920E-03
+19.600E-03,+57.920E-03
+19.700E-03,+37.819E-03
+19.800E-03,+57.920E-03
+19.900E-03,+57.920E-03
+20.000E-03,+138.322E-03
+20.100E-03,+37.819E-03
+20.200E-03,+178.523E-03
+20.300E-03,+198.623E-03
+20.400E-03,+218.724E-03
+20.500E-03,+218.724E-03
+20.600E-03,+178.523E-03
+20.700E-03,+299.126E-03
+20.800E-03,+299.126E-03
+20.900E-03,+359.427E-03
+21.000E-03,+218.724E-03
+21.100E-03,+279.025E-03
+21.200E-03,+299.126E-03
+21.300E-03,+540.332E-03
+21.400E-03,+741.337E-03
+21.500E-03,+861.940E-03
+21.600E-03,+942.342E-03
+21.700E-03,+1.022744E+00
+21.800E-03,+942.342E-03
+21.900E-03,+962.442E-03
+22.000E-03,+942.342E-03
+22.100E-03,+942.342E-03
+22.200E-03,+902.141E-03
+22.300E-03,+620.734E-03
+22.400E-03,+459.930E-03
+22.500E-03,+299.126E-03
+22.600E-03,+258.925E-03
+22.700E-03,+299.126E-03
+22.800E-03,+218.724E-03
+22.900E-03,+279.025E-03
+23.000E-03,+218.724E-03
+23.100E-03,+158.422E-03
+23.200E-03,+57.920E-03
+23.300E-03,+238.824E-03
+23.400E-03,+218.724E-03
+23.500E-03,+158.422E-03
+23.600E-03,+138.322E-03
+23.700E-03,+238.824E-03
+23.800E-03,+218.724E-03
+23.900E-03,+218.724E-03
+24.000E-03,+138.322E-03
+24.100E-03,+218.724E-03
+24.200E-03,+258.925E-03
+24.300E-03,+279.025E-03
+24.400E-03,+218.724E-03
+24.500E-03,+218.724E-03
+24.600E-03,+258.925E-03
+24.700E-03,+178.523E-03
+24.800E-03,+218.724E-03
+24.900E-03,+379.528E-03
+25.000E-03,+701.136E-03
